timestamp,cell,variable,source,value,scenario
2018-01-09,CellId: 471a970000000000,precipitation,ERA5,3.7387847900390625,cross-source-poland-meteo
2018-01-10,CellId: 471a970000000000,precipitation,ERA5,8.773612976074219,cross-source-poland-meteo
2018-01-11,CellId: 471a970000000000,precipitation,ERA5,8.734130859375,cross-source-poland-meteo
2018-01-12,CellId: 471a970000000000,precipitation,ERA5,3.7799835205078125,cross-source-poland-meteo
2018-01-13,CellId: 471a970000000000,precipitation,ERA5,0.02918243408203125,cross-source-poland-meteo
2018-01-14,CellId: 471a970000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-15,CellId: 471a970000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-16,CellId: 471a970000000000,precipitation,ERA5,19.0887451171875,cross-source-poland-meteo
2018-01-17,CellId: 471a970000000000,precipitation,ERA5,6.154060363769531,cross-source-poland-meteo
2018-01-18,CellId: 471a970000000000,precipitation,ERA5,29.300880432128906,cross-source-poland-meteo
2018-01-19,CellId: 471a970000000000,precipitation,ERA5,5.5652618408203125,cross-source-poland-meteo
2018-01-20,CellId: 471a970000000000,precipitation,ERA5,2.65045166015625,cross-source-poland-meteo
2018-01-21,CellId: 471a970000000000,precipitation,ERA5,0.37250518798828125,cross-source-poland-meteo
2018-01-22,CellId: 471a970000000000,precipitation,ERA5,0.34503936767578125,cross-source-poland-meteo
2018-01-23,CellId: 471a970000000000,precipitation,ERA5,0.35190582275390625,cross-source-poland-meteo
2018-01-24,CellId: 471a970000000000,precipitation,ERA5,3.330230712890625,cross-source-poland-meteo
2018-01-25,CellId: 471a970000000000,precipitation,ERA5,0.0102996826171875,cross-source-poland-meteo
2018-01-26,CellId: 471a970000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-27,CellId: 471a970000000000,precipitation,ERA5,7.352256774902344,cross-source-poland-meteo
2018-01-28,CellId: 471a970000000000,precipitation,ERA5,10.964012145996094,cross-source-poland-meteo
2018-01-29,CellId: 471a970000000000,precipitation,ERA5,6.442451477050781,cross-source-poland-meteo
2018-01-30,CellId: 471a970000000000,precipitation,ERA5,8.522987365722656,cross-source-poland-meteo
2018-01-31,CellId: 471a970000000000,precipitation,ERA5,6.469917297363281,cross-source-poland-meteo
2018-01-01,CellId: 471abb0000000000,precipitation,ERA5,1.4007568359375,cross-source-poland-meteo
2018-01-02,CellId: 471abb0000000000,precipitation,ERA5,3.4521102905273438,cross-source-poland-meteo
2018-01-03,CellId: 471abb0000000000,precipitation,ERA5,23.678970336914062,cross-source-poland-meteo
2018-01-04,CellId: 471abb0000000000,precipitation,ERA5,1.0746002197265625,cross-source-poland-meteo
2018-01-05,CellId: 471abb0000000000,precipitation,ERA5,0.7038116455078125,cross-source-poland-meteo
2018-01-06,CellId: 471abb0000000000,precipitation,ERA5,2.6933670043945312,cross-source-poland-meteo
2018-01-07,CellId: 471abb0000000000,precipitation,ERA5,6.7840576171875,cross-source-poland-meteo
2018-01-08,CellId: 471abb0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-09,CellId: 471abb0000000000,precipitation,ERA5,1.7526626586914062,cross-source-poland-meteo
2018-01-10,CellId: 471abb0000000000,precipitation,ERA5,9.2010498046875,cross-source-poland-meteo
2018-01-11,CellId: 471abb0000000000,precipitation,ERA5,9.065437316894531,cross-source-poland-meteo
2018-01-12,CellId: 471abb0000000000,precipitation,ERA5,3.6769866943359375,cross-source-poland-meteo
2018-01-13,CellId: 471abb0000000000,precipitation,ERA5,0.034332275390625,cross-source-poland-meteo
2018-01-14,CellId: 471abb0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-15,CellId: 471abb0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-16,CellId: 471abb0000000000,precipitation,ERA5,19.98138427734375,cross-source-poland-meteo
2018-01-17,CellId: 471abb0000000000,precipitation,ERA5,5.536079406738281,cross-source-poland-meteo
2018-01-18,CellId: 471abb0000000000,precipitation,ERA5,29.954910278320312,cross-source-poland-meteo
2018-01-19,CellId: 471abb0000000000,precipitation,ERA5,5.0022125244140625,cross-source-poland-meteo
2018-01-20,CellId: 471abb0000000000,precipitation,ERA5,2.9920578002929688,cross-source-poland-meteo
2018-01-21,CellId: 471abb0000000000,precipitation,ERA5,0.35533905029296875,cross-source-poland-meteo
2018-01-22,CellId: 471abb0000000000,precipitation,ERA5,0.32444000244140625,cross-source-poland-meteo
2018-01-23,CellId: 471abb0000000000,precipitation,ERA5,0.3673553466796875,cross-source-poland-meteo
2018-01-24,CellId: 471abb0000000000,precipitation,ERA5,3.945636749267578,cross-source-poland-meteo
2018-01-25,CellId: 471abb0000000000,precipitation,ERA5,0.0377655029296875,cross-source-poland-meteo
2018-01-26,CellId: 471abb0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-27,CellId: 471abb0000000000,precipitation,ERA5,7.53936767578125,cross-source-poland-meteo
2018-01-28,CellId: 471abb0000000000,precipitation,ERA5,7.712745666503906,cross-source-poland-meteo
2018-01-29,CellId: 471abb0000000000,precipitation,ERA5,6.263923645019531,cross-source-poland-meteo
2018-01-30,CellId: 471abb0000000000,precipitation,ERA5,8.191680908203125,cross-source-poland-meteo
2018-01-31,CellId: 471abb0000000000,precipitation,ERA5,7.228660583496094,cross-source-poland-meteo
2018-01-01,CellId: 471ac30000000000,precipitation,ERA5,1.3544082641601562,cross-source-poland-meteo
2018-01-02,CellId: 471ac30000000000,precipitation,ERA5,3.8417816162109375,cross-source-poland-meteo
2018-01-03,CellId: 471ac30000000000,precipitation,ERA5,27.100181579589844,cross-source-poland-meteo
2018-01-04,CellId: 471ac30000000000,precipitation,ERA5,1.9552230834960938,cross-source-poland-meteo
2018-01-05,CellId: 471ac30000000000,precipitation,ERA5,2.9130935668945312,cross-source-poland-meteo
2018-01-06,CellId: 471ac30000000000,precipitation,ERA5,0.7467269897460938,cross-source-poland-meteo
2018-01-07,CellId: 471ac30000000000,precipitation,ERA5,4.955863952636719,cross-source-poland-meteo
2018-01-08,CellId: 471ac30000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-09,CellId: 471ac30000000000,precipitation,ERA5,0.8119583129882812,cross-source-poland-meteo
2018-01-10,CellId: 471ac30000000000,precipitation,ERA5,9.568405151367188,cross-source-poland-meteo
2018-01-11,CellId: 471ac30000000000,precipitation,ERA5,11.758804321289062,cross-source-poland-meteo
2018-01-12,CellId: 471ac30000000000,precipitation,ERA5,3.495025634765625,cross-source-poland-meteo
2018-01-13,CellId: 471ac30000000000,precipitation,ERA5,0.0274658203125,cross-source-poland-meteo
2018-01-14,CellId: 471ac30000000000,precipitation,ERA5,0.00171661376953125,cross-source-poland-meteo
2018-01-15,CellId: 471ac30000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-16,CellId: 471ac30000000000,precipitation,ERA5,26.212692260742188,cross-source-poland-meteo
2018-01-17,CellId: 471ac30000000000,precipitation,ERA5,7.324790954589844,cross-source-poland-meteo
2018-01-18,CellId: 471ac30000000000,precipitation,ERA5,26.550865173339844,cross-source-poland-meteo
2018-01-19,CellId: 471ac30000000000,precipitation,ERA5,5.966949462890625,cross-source-poland-meteo
2018-01-20,CellId: 471ac30000000000,precipitation,ERA5,3.4830093383789062,cross-source-poland-meteo
2018-01-21,CellId: 471ac30000000000,precipitation,ERA5,0.2712249755859375,cross-source-poland-meteo
2018-01-22,CellId: 471ac30000000000,precipitation,ERA5,0.2437591552734375,cross-source-poland-meteo
2018-01-23,CellId: 471ac30000000000,precipitation,ERA5,0.14591217041015625,cross-source-poland-meteo
2018-01-24,CellId: 471ac30000000000,precipitation,ERA5,3.515625,cross-source-poland-meteo
2018-01-25,CellId: 471ac30000000000,precipitation,ERA5,0.0514984130859375,cross-source-poland-meteo
2018-01-26,CellId: 471ac30000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-27,CellId: 471ac30000000000,precipitation,ERA5,5.321502685546875,cross-source-poland-meteo
2018-01-28,CellId: 471ac30000000000,precipitation,ERA5,12.586212158203125,cross-source-poland-meteo
2018-01-29,CellId: 471ac30000000000,precipitation,ERA5,8.722114562988281,cross-source-poland-meteo
2018-01-30,CellId: 471ac30000000000,precipitation,ERA5,9.075736999511719,cross-source-poland-meteo
2018-01-31,CellId: 471ac30000000000,precipitation,ERA5,7.633781433105469,cross-source-poland-meteo
2018-01-01,CellId: 471acf0000000000,precipitation,ERA5,1.105499267578125,cross-source-poland-meteo
2018-01-02,CellId: 471acf0000000000,precipitation,ERA5,3.6563873291015625,cross-source-poland-meteo
2018-01-03,CellId: 471acf0000000000,precipitation,ERA5,27.304458618164062,cross-source-poland-meteo
2018-01-04,CellId: 471acf0000000000,precipitation,ERA5,1.79901123046875,cross-source-poland-meteo
2018-01-05,CellId: 471acf0000000000,precipitation,ERA5,2.6332855224609375,cross-source-poland-meteo
2018-01-06,CellId: 471acf0000000000,precipitation,ERA5,1.0900497436523438,cross-source-poland-meteo
2018-01-07,CellId: 471acf0000000000,precipitation,ERA5,4.6108245849609375,cross-source-poland-meteo
2018-01-08,CellId: 471acf0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-09,CellId: 471acf0000000000,precipitation,ERA5,0.27637481689453125,cross-source-poland-meteo
2018-01-10,CellId: 471acf0000000000,precipitation,ERA5,11.709022521972656,cross-source-poland-meteo
2018-01-11,CellId: 471acf0000000000,precipitation,ERA5,10.929679870605469,cross-source-poland-meteo
2018-01-12,CellId: 471acf0000000000,precipitation,ERA5,3.55682373046875,cross-source-poland-meteo
2018-01-13,CellId: 471acf0000000000,precipitation,ERA5,0.0240325927734375,cross-source-poland-meteo
2018-01-14,CellId: 471acf0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-15,CellId: 471acf0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-16,CellId: 471acf0000000000,precipitation,ERA5,25.2410888671875,cross-source-poland-meteo
2018-01-17,CellId: 471acf0000000000,precipitation,ERA5,6.406402587890625,cross-source-poland-meteo
2018-01-18,CellId: 471acf0000000000,precipitation,ERA5,26.348304748535156,cross-source-poland-meteo
2018-01-19,CellId: 471acf0000000000,precipitation,ERA5,5.6545257568359375,cross-source-poland-meteo
2018-01-20,CellId: 471acf0000000000,precipitation,ERA5,3.4143447875976562,cross-source-poland-meteo
2018-01-21,CellId: 471acf0000000000,precipitation,ERA5,0.25577545166015625,cross-source-poland-meteo
2018-01-22,CellId: 471acf0000000000,precipitation,ERA5,0.20599365234375,cross-source-poland-meteo
2018-01-23,CellId: 471acf0000000000,precipitation,ERA5,0.15106201171875,cross-source-poland-meteo
2018-01-24,CellId: 471acf0000000000,precipitation,ERA5,4.21600341796875,cross-source-poland-meteo
2018-01-25,CellId: 471acf0000000000,precipitation,ERA5,0.03261566162109375,cross-source-poland-meteo
2018-01-26,CellId: 471acf0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-27,CellId: 471acf0000000000,precipitation,ERA5,5.316352844238281,cross-source-poland-meteo
2018-01-28,CellId: 471acf0000000000,precipitation,ERA5,10.618972778320312,cross-source-poland-meteo
2018-01-29,CellId: 471acf0000000000,precipitation,ERA5,8.430290222167969,cross-source-poland-meteo
2018-01-30,CellId: 471acf0000000000,precipitation,ERA5,8.708381652832031,cross-source-poland-meteo
2018-01-31,CellId: 471acf0000000000,precipitation,ERA5,8.589935302734375,cross-source-poland-meteo
2018-01-01,CellId: 471ad50000000000,precipitation,ERA5,0.8342742919921875,cross-source-poland-meteo
2018-01-02,CellId: 471ad50000000000,precipitation,ERA5,3.8761138916015625,cross-source-poland-meteo
2018-01-03,CellId: 471ad50000000000,precipitation,ERA5,30.301666259765625,cross-source-poland-meteo
2018-01-04,CellId: 471ad50000000000,precipitation,ERA5,4.008293151855469,cross-source-poland-meteo
2018-01-05,CellId: 471ad50000000000,precipitation,ERA5,5.522346496582031,cross-source-poland-meteo
2018-01-06,CellId: 471ad50000000000,precipitation,ERA5,0.14591217041015625,cross-source-poland-meteo
2018-01-07,CellId: 471ad50000000000,precipitation,ERA5,3.6169052124023438,cross-source-poland-meteo
2018-01-08,CellId: 471ad50000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-09,CellId: 471ad50000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-10,CellId: 471ad50000000000,precipitation,ERA5,12.1124267578125,cross-source-poland-meteo
2018-01-11,CellId: 471ad50000000000,precipitation,ERA5,12.328720092773438,cross-source-poland-meteo
2018-01-12,CellId: 471ad50000000000,precipitation,ERA5,2.822113037109375,cross-source-poland-meteo
2018-01-13,CellId: 471ad50000000000,precipitation,ERA5,0.020599365234375,cross-source-poland-meteo
2018-01-14,CellId: 471ad50000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-15,CellId: 471ad50000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-16,CellId: 471ad50000000000,precipitation,ERA5,26.576614379882812,cross-source-poland-meteo
2018-01-17,CellId: 471ad50000000000,precipitation,ERA5,8.421707153320312,cross-source-poland-meteo
2018-01-18,CellId: 471ad50000000000,precipitation,ERA5,24.370765686035156,cross-source-poland-meteo
2018-01-19,CellId: 471ad50000000000,precipitation,ERA5,5.041694641113281,cross-source-poland-meteo
2018-01-20,CellId: 471ad50000000000,precipitation,ERA5,3.412628173828125,cross-source-poland-meteo
2018-01-21,CellId: 471ad50000000000,precipitation,ERA5,0.1682281494140625,cross-source-poland-meteo
2018-01-22,CellId: 471ad50000000000,precipitation,ERA5,0.28324127197265625,cross-source-poland-meteo
2018-01-23,CellId: 471ad50000000000,precipitation,ERA5,0.05321502685546875,cross-source-poland-meteo
2018-01-24,CellId: 471ad50000000000,precipitation,ERA5,4.606533050537109,cross-source-poland-meteo
2018-01-25,CellId: 471ad50000000000,precipitation,ERA5,0.0102996826171875,cross-source-poland-meteo
2018-01-26,CellId: 471ad50000000000,precipitation,ERA5,0.00858306884765625,cross-source-poland-meteo
2018-01-27,CellId: 471ad50000000000,precipitation,ERA5,2.9130935668945312,cross-source-poland-meteo
2018-01-28,CellId: 471ad50000000000,precipitation,ERA5,11.389732360839844,cross-source-poland-meteo
2018-01-29,CellId: 471ad50000000000,precipitation,ERA5,11.427497863769531,cross-source-poland-meteo
2018-01-30,CellId: 471ad50000000000,precipitation,ERA5,8.826828002929688,cross-source-poland-meteo
2018-01-31,CellId: 471ad50000000000,precipitation,ERA5,10.124588012695312,cross-source-poland-meteo
2018-01-01,CellId: 471ae50000000000,precipitation,ERA5,1.4711380004882812,cross-source-poland-meteo
2018-01-02,CellId: 471ae50000000000,precipitation,ERA5,3.8417816162109375,cross-source-poland-meteo
2018-01-03,CellId: 471ae50000000000,precipitation,ERA5,28.478622436523438,cross-source-poland-meteo
2018-01-04,CellId: 471ae50000000000,precipitation,ERA5,1.9277572631835938,cross-source-poland-meteo
2018-01-05,CellId: 471ae50000000000,precipitation,ERA5,3.055572509765625,cross-source-poland-meteo
2018-01-06,CellId: 471ae50000000000,precipitation,ERA5,0.363922119140625,cross-source-poland-meteo
2018-01-07,CellId: 471ae50000000000,precipitation,ERA5,6.040763854980469,cross-source-poland-meteo
2018-01-08,CellId: 471ae50000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-09,CellId: 471ae50000000000,precipitation,ERA5,0.7312774658203125,cross-source-poland-meteo
2018-01-10,CellId: 471ae50000000000,precipitation,ERA5,9.156417846679688,cross-source-poland-meteo
2018-01-11,CellId: 471ae50000000000,precipitation,ERA5,12.862586975097656,cross-source-poland-meteo
2018-01-12,CellId: 471ae50000000000,precipitation,ERA5,3.2289505004882812,cross-source-poland-meteo
2018-01-13,CellId: 471ae50000000000,precipitation,ERA5,0.0240325927734375,cross-source-poland-meteo
2018-01-14,CellId: 471ae50000000000,precipitation,ERA5,0.00171661376953125,cross-source-poland-meteo
2018-01-15,CellId: 471ae50000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-16,CellId: 471ae50000000000,precipitation,ERA5,26.21784210205078,cross-source-poland-meteo
2018-01-17,CellId: 471ae50000000000,precipitation,ERA5,7.305908203125,cross-source-poland-meteo
2018-01-18,CellId: 471ae50000000000,precipitation,ERA5,25.88481903076172,cross-source-poland-meteo
2018-01-19,CellId: 471ae50000000000,precipitation,ERA5,7.173728942871094,cross-source-poland-meteo
2018-01-20,CellId: 471ae50000000000,precipitation,ERA5,3.4349441528320312,cross-source-poland-meteo
2018-01-21,CellId: 471ae50000000000,precipitation,ERA5,0.308990478515625,cross-source-poland-meteo
2018-01-22,CellId: 471ae50000000000,precipitation,ERA5,0.3604888916015625,cross-source-poland-meteo
2018-01-23,CellId: 471ae50000000000,precipitation,ERA5,0.10471343994140625,cross-source-poland-meteo
2018-01-24,CellId: 471ae50000000000,precipitation,ERA5,3.9825439453125,cross-source-poland-meteo
2018-01-25,CellId: 471ae50000000000,precipitation,ERA5,0.03948211669921875,cross-source-poland-meteo
2018-01-26,CellId: 471ae50000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-27,CellId: 471ae50000000000,precipitation,ERA5,5.5583953857421875,cross-source-poland-meteo
2018-01-28,CellId: 471ae50000000000,precipitation,ERA5,14.846992492675781,cross-source-poland-meteo
2018-01-29,CellId: 471ae50000000000,precipitation,ERA5,9.24224853515625,cross-source-poland-meteo
2018-01-30,CellId: 471ae50000000000,precipitation,ERA5,9.872245788574219,cross-source-poland-meteo
2018-01-31,CellId: 471ae50000000000,precipitation,ERA5,6.7256927490234375,cross-source-poland-meteo
2018-01-01,CellId: 471af90000000000,precipitation,ERA5,1.586151123046875,cross-source-poland-meteo
2018-01-02,CellId: 471af90000000000,precipitation,ERA5,3.7044525146484375,cross-source-poland-meteo
2018-01-03,CellId: 471af90000000000,precipitation,ERA5,27.155113220214844,cross-source-poland-meteo
2018-01-04,CellId: 471af90000000000,precipitation,ERA5,1.9500732421875,cross-source-poland-meteo
2018-01-05,CellId: 471af90000000000,precipitation,ERA5,4.210853576660156,cross-source-poland-meteo
2018-01-06,CellId: 471af90000000000,precipitation,ERA5,0.3742218017578125,cross-source-poland-meteo
2018-01-07,CellId: 471af90000000000,precipitation,ERA5,6.095695495605469,cross-source-poland-meteo
2018-01-08,CellId: 471af90000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-09,CellId: 471af90000000000,precipitation,ERA5,1.8247604370117188,cross-source-poland-meteo
2018-01-10,CellId: 471af90000000000,precipitation,ERA5,7.410621643066406,cross-source-poland-meteo
2018-01-11,CellId: 471af90000000000,precipitation,ERA5,15.006637573242188,cross-source-poland-meteo
2018-01-12,CellId: 471af90000000000,precipitation,ERA5,2.6762008666992188,cross-source-poland-meteo
2018-01-13,CellId: 471af90000000000,precipitation,ERA5,0.0274658203125,cross-source-poland-meteo
2018-01-14,CellId: 471af90000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-15,CellId: 471af90000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-16,CellId: 471af90000000000,precipitation,ERA5,27.074432373046875,cross-source-poland-meteo
2018-01-17,CellId: 471af90000000000,precipitation,ERA5,7.420921325683594,cross-source-poland-meteo
2018-01-18,CellId: 471af90000000000,precipitation,ERA5,25.381851196289062,cross-source-poland-meteo
2018-01-19,CellId: 471af90000000000,precipitation,ERA5,7.9135894775390625,cross-source-poland-meteo
2018-01-20,CellId: 471af90000000000,precipitation,ERA5,3.3885955810546875,cross-source-poland-meteo
2018-01-21,CellId: 471af90000000000,precipitation,ERA5,0.40340423583984375,cross-source-poland-meteo
2018-01-22,CellId: 471af90000000000,precipitation,ERA5,0.44460296630859375,cross-source-poland-meteo
2018-01-23,CellId: 471af90000000000,precipitation,ERA5,0.0823974609375,cross-source-poland-meteo
2018-01-24,CellId: 471af90000000000,precipitation,ERA5,3.2469749450683594,cross-source-poland-meteo
2018-01-25,CellId: 471af90000000000,precipitation,ERA5,0.006866455078125,cross-source-poland-meteo
2018-01-26,CellId: 471af90000000000,precipitation,ERA5,0.00514984130859375,cross-source-poland-meteo
2018-01-27,CellId: 471af90000000000,precipitation,ERA5,6.136894226074219,cross-source-poland-meteo
2018-01-28,CellId: 471af90000000000,precipitation,ERA5,16.237449645996094,cross-source-poland-meteo
2018-01-29,CellId: 471af90000000000,precipitation,ERA5,9.02252197265625,cross-source-poland-meteo
2018-01-30,CellId: 471af90000000000,precipitation,ERA5,10.931396484375,cross-source-poland-meteo
2018-01-31,CellId: 471af90000000000,precipitation,ERA5,5.656242370605469,cross-source-poland-meteo
2018-01-01,CellId: 471b070000000000,precipitation,ERA5,1.4608383178710938,cross-source-poland-meteo
2018-01-02,CellId: 471b070000000000,precipitation,ERA5,2.739715576171875,cross-source-poland-meteo
2018-01-03,CellId: 471b070000000000,precipitation,ERA5,27.09331512451172,cross-source-poland-meteo
2018-01-04,CellId: 471b070000000000,precipitation,ERA5,3.17230224609375,cross-source-poland-meteo
2018-01-05,CellId: 471b070000000000,precipitation,ERA5,8.526420593261719,cross-source-poland-meteo
2018-01-06,CellId: 471b070000000000,precipitation,ERA5,0.07038116455078125,cross-source-poland-meteo
2018-01-07,CellId: 471b070000000000,precipitation,ERA5,3.5860061645507812,cross-source-poland-meteo
2018-01-08,CellId: 471b070000000000,precipitation,ERA5,0.00171661376953125,cross-source-poland-meteo
2018-01-09,CellId: 471b070000000000,precipitation,ERA5,1.0145187377929688,cross-source-poland-meteo
2018-01-10,CellId: 471b070000000000,precipitation,ERA5,8.176231384277344,cross-source-poland-meteo
2018-01-11,CellId: 471b070000000000,precipitation,ERA5,13.80157470703125,cross-source-poland-meteo
2018-01-12,CellId: 471b070000000000,precipitation,ERA5,1.5878677368164062,cross-source-poland-meteo
2018-01-13,CellId: 471b070000000000,precipitation,ERA5,0.05664825439453125,cross-source-poland-meteo
2018-01-14,CellId: 471b070000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-15,CellId: 471b070000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-16,CellId: 471b070000000000,precipitation,ERA5,23.364830017089844,cross-source-poland-meteo
2018-01-17,CellId: 471b070000000000,precipitation,ERA5,12.005996704101562,cross-source-poland-meteo
2018-01-18,CellId: 471b070000000000,precipitation,ERA5,28.44257354736328,cross-source-poland-meteo
2018-01-19,CellId: 471b070000000000,precipitation,ERA5,7.304191589355469,cross-source-poland-meteo
2018-01-20,CellId: 471b070000000000,precipitation,ERA5,4.561042785644531,cross-source-poland-meteo
2018-01-21,CellId: 471b070000000000,precipitation,ERA5,0.240325927734375,cross-source-poland-meteo
2018-01-22,CellId: 471b070000000000,precipitation,ERA5,0.604248046875,cross-source-poland-meteo
2018-01-23,CellId: 471b070000000000,precipitation,ERA5,0.03261566162109375,cross-source-poland-meteo
2018-01-24,CellId: 471b070000000000,precipitation,ERA5,4.497528076171875,cross-source-poland-meteo
2018-01-25,CellId: 471b070000000000,precipitation,ERA5,0.0034332275390625,cross-source-poland-meteo
2018-01-26,CellId: 471b070000000000,precipitation,ERA5,0.00171661376953125,cross-source-poland-meteo
2018-01-27,CellId: 471b070000000000,precipitation,ERA5,3.865814208984375,cross-source-poland-meteo
2018-01-28,CellId: 471b070000000000,precipitation,ERA5,17.38758087158203,cross-source-poland-meteo
2018-01-29,CellId: 471b070000000000,precipitation,ERA5,11.829185485839844,cross-source-poland-meteo
2018-01-30,CellId: 471b070000000000,precipitation,ERA5,11.626625061035156,cross-source-poland-meteo
2018-01-31,CellId: 471b070000000000,precipitation,ERA5,5.615043640136719,cross-source-poland-meteo
2018-01-01,CellId: 471b1b0000000000,precipitation,ERA5,1.3784408569335938,cross-source-poland-meteo
2018-01-02,CellId: 471b1b0000000000,precipitation,ERA5,3.8572311401367188,cross-source-poland-meteo
2018-01-03,CellId: 471b1b0000000000,precipitation,ERA5,28.66058349609375,cross-source-poland-meteo
2018-01-04,CellId: 471b1b0000000000,precipitation,ERA5,4.2125701904296875,cross-source-poland-meteo
2018-01-05,CellId: 471b1b0000000000,precipitation,ERA5,7.2509765625,cross-source-poland-meteo
2018-01-06,CellId: 471b1b0000000000,precipitation,ERA5,0.08754730224609375,cross-source-poland-meteo
2018-01-07,CellId: 471b1b0000000000,precipitation,ERA5,3.5877227783203125,cross-source-poland-meteo
2018-01-08,CellId: 471b1b0000000000,precipitation,ERA5,0.00171661376953125,cross-source-poland-meteo
2018-01-09,CellId: 471b1b0000000000,precipitation,ERA5,0.8480072021484375,cross-source-poland-meteo
2018-01-10,CellId: 471b1b0000000000,precipitation,ERA5,7.010650634765625,cross-source-poland-meteo
2018-01-11,CellId: 471b1b0000000000,precipitation,ERA5,15.241813659667969,cross-source-poland-meteo
2018-01-12,CellId: 471b1b0000000000,precipitation,ERA5,1.8642425537109375,cross-source-poland-meteo
2018-01-13,CellId: 471b1b0000000000,precipitation,ERA5,0.0377655029296875,cross-source-poland-meteo
2018-01-14,CellId: 471b1b0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-15,CellId: 471b1b0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
2018-01-16,CellId: 471b1b0000000000,precipitation,ERA5,27.472686767578125,cross-source-poland-meteo
2018-01-17,CellId: 471b1b0000000000,precipitation,ERA5,11.006927490234375,cross-source-poland-meteo
2018-01-18,CellId: 471b1b0000000000,precipitation,ERA5,24.329566955566406,cross-source-poland-meteo
2018-01-19,CellId: 471b1b0000000000,precipitation,ERA5,6.425285339355469,cross-source-poland-meteo
2018-01-20,CellId: 471b1b0000000000,precipitation,ERA5,4.57305908203125,cross-source-poland-meteo
2018-01-21,CellId: 471b1b0000000000,precipitation,ERA5,0.31414031982421875,cross-source-poland-meteo
2018-01-22,CellId: 471b1b0000000000,precipitation,ERA5,0.4772186279296875,cross-source-poland-meteo
2018-01-23,CellId: 471b1b0000000000,precipitation,ERA5,0.0377655029296875,cross-source-poland-meteo
2018-01-24,CellId: 471b1b0000000000,precipitation,ERA5,3.3637046813964844,cross-source-poland-meteo
2018-01-25,CellId: 471b1b0000000000,precipitation,ERA5,0.006866455078125,cross-source-poland-meteo
2018-01-26,CellId: 471b1b0000000000,precipitation,ERA5,0.00171661376953125,cross-source-poland-meteo
2018-01-27,CellId: 471b1b0000000000,precipitation,ERA5,3.7662506103515625,cross-source-poland-meteo
2018-01-28,CellId: 471b1b0000000000,precipitation,ERA5,15.897560119628906,cross-source-poland-meteo
2018-01-29,CellId: 471b1b0000000000,precipitation,ERA5,11.866950988769531,cross-source-poland-meteo
2018-01-30,CellId: 471b1b0000000000,precipitation,ERA5,10.721969604492188,cross-source-poland-meteo
2018-01-31,CellId: 471b1b0000000000,precipitation,ERA5,6.816673278808594,cross-source-poland-meteo
2018-01-01,CellId: 471b1f0000000000,precipitation,ERA5,1.2668609619140625,cross-source-poland-meteo
2018-01-02,CellId: 471b1f0000000000,precipitation,ERA5,4.173088073730469,cross-source-poland-meteo
2018-01-03,CellId: 471b1f0000000000,precipitation,ERA5,30.121421813964844,cross-source-poland-meteo
2018-01-04,CellId: 471b1f0000000000,precipitation,ERA5,4.4116973876953125,cross-source-poland-meteo
2018-01-05,CellId: 471b1f0000000000,precipitation,ERA5,6.0047149658203125,cross-source-poland-meteo
2018-01-06,CellId: 471b1f0000000000,precipitation,ERA5,0.0823974609375,cross-source-poland-meteo
2018-01-07,CellId: 471b1f0000000000,precipitation,ERA5,3.55682373046875,cross-source-poland-meteo
2018-01-08,CellId: 471b1f0000000000,precipitation,ERA5,0.00171661376953125,cross-source-poland-meteo
2018-01-09,CellId: 471b1f0000000000,precipitation,ERA5,0.0,cross-source-poland-meteo
