timestamp,cell,variable,reference_value,candidate_value,reference_source,candidate_source,difference
2024-01-04,cell-01,precipitation,0.12932515490431173,0.19820248620229164,ERA5,DWD,0.0688773312979799
2024-01-04,cell-02,temperature,8.783354952611438,8.502648412915743,ERA5,DWD,-0.2807065396956947
2024-01-04,cell-02,precipitation,1.312115562912877,2.250815616632655,ERA5,DWD,0.938700053719778
2024-01-04,cell-03,temperature,8.044770996226184,9.188979959631629,ERA5,DWD,1.144208963405445
2024-01-04,cell-03,precipitation,3.600950685916691,3.0814921390125454,ERA5,DWD,-0.5194585469041457
2024-01-04,cell-04,temperature,10.390448979608065,9.118094041650005,ERA5,DWD,-1.2723549379580597
2024-01-04,cell-04,precipitation,8.158151897026208,7.452475285344812,ERA5,DWD,-0.7056766116813957
2024-01-04,cell-05,temperature,9.8803806284742,9.7090790610791,ERA5,DWD,-0.1713015673950995
2024-01-04,cell-05,precipitation,5.543142676777416,6.020115974101381,ERA5,DWD,0.47697329732396554
2024-01-04,cell-06,temperature,9.871333209127314,8.731140179760416,ERA5,DWD,-1.1401930293668983
2024-01-04,cell-06,precipitation,0.8676133047207264,1.1010805517433075,ERA5,DWD,0.23346724702258115
2024-01-04,cell-07,temperature,10.03991178760884,9.486203766190776,ERA5,DWD,-0.5537080214180641
2024-01-04,cell-07,precipitation,0.4958650416794784,0.35881694624073196,ERA5,DWD,-0.13704809543874646
2024-01-05,cell-00,temperature,9.334234708634408,8.599908443904974,ERA5,DWD,-0.7343262647294342
2024-01-05,cell-00,precipitation,6.105476861278858,4.652179828519032,ERA5,DWD,-1.453297032759826
2024-01-05,cell-01,temperature,8.907039890779211,8.759102927627854,ERA5,DWD,-0.1479369631513574
2024-01-05,cell-01,precipitation,7.090489545137344,6.119372147486928,ERA5,DWD,-0.9711173976504162
2024-01-05,cell-02,temperature,10.775950299354498,8.802780983294653,ERA5,DWD,-1.9731693160598454
2024-01-05,cell-02,precipitation,4.940883867211063,5.119469609362019,ERA5,DWD,0.1785857421509558
2024-01-05,cell-03,temperature,9.307051338706056,7.912751341973584,ERA5,DWD,-1.3942999967324727
2024-01-05,cell-03,precipitation,0.828533153125534,0.3239408872892312,ERA5,DWD,-0.5045922658363028
2024-01-05,cell-04,temperature,9.740995106035287,9.360879346690428,ERA5,DWD,-0.38011575934485897
2024-01-05,cell-04,precipitation,3.3536438190016726,3.2268498216690618,ERA5,DWD,-0.12679399733261087
2024-01-05,cell-05,temperature,8.282959988047962,9.04105667517885,ERA5,DWD,0.7580966871308892
2024-01-05,cell-05,precipitation,1.0977535165769563,2.5792955617081113,ERA5,DWD,1.481542045131155
2024-01-05,cell-06,temperature,9.529314628533767,9.52142036368884,ERA5,DWD,-0.007894264844926724
2024-01-05,cell-06,precipitation,8.449862801147349,6.431367244252382,ERA5,DWD,-2.018495556894967
2024-01-05,cell-07,temperature,10.407671845860907,9.211516952445322,ERA5,DWD,-1.196154893415585
2024-01-05,cell-07,precipitation,8.37480912546453,9.715447166490552,ERA5,DWD,1.340638041026022
2024-01-06,cell-00,temperature,8.514794287295524,8.217827956101655,ERA5,DWD,-0.29696633119386995
2024-01-06,cell-00,precipitation,1.5800230112312525,0.48579830075415353,ERA5,DWD,-1.094224710477099
2024-01-06,cell-01,temperature,9.481376411207693,9.010738787738577,ERA5,DWD,-0.4706376234691163
2024-01-06,cell-01,precipitation,5.317260787761123,4.0394695623806465,ERA5,DWD,-1.2777912253804766
2024-01-06,cell-02,temperature,8.173362150920525,8.803963966244288,ERA5,DWD,0.6306018153237627
2024-01-06,cell-02,precipitation,1.4914125141452328,4.265713187752154,ERA5,DWD,2.7743006736069216
2024-01-06,cell-03,temperature,9.581756953772315,8.761616902502475,ERA5,DWD,-0.8201400512698402
2024-01-06,cell-03,precipitation,2.2450840150936417,1.630999540996922,ERA5,DWD,-0.6140844740967197
2024-01-06,cell-04,temperature,9.821487416128113,9.260358476268342,ERA5,DWD,-0.5611289398597705
2024-01-06,cell-04,precipitation,2.603851050484111,3.0300104916886093,ERA5,DWD,0.42615944120449845
2024-01-06,cell-05,temperature,10.302609476003335,8.871232553871465,ERA5,DWD,-1.4313769221318697
2024-01-06,cell-05,precipitation,2.1291459891575304,4.3993425798580965,ERA5,DWD,2.270196590700566
2024-01-06,cell-06,temperature,9.267530914021778,9.366070015509454,ERA5,DWD,0.09853910148767575
2024-01-06,cell-06,precipitation,14.36242936588097,13.84080685142017,ERA5,DWD,-0.5216225144608
2024-01-06,cell-07,temperature,11.30422781073932,9.878448399440455,ERA5,DWD,-1.4257794112988655
2024-01-06,cell-07,precipitation,0.36140446403385473,1.8764497277534047,ERA5,DWD,1.51504526371955
2024-01-07,cell-00,temperature,8.762858235154424,8.149993370229954,ERA5,DWD,-0.6128648649244699
2024-01-07,cell-00,precipitation,2.352271095019463,3.458016432677486,ERA5,DWD,1.105745337658023
2024-01-07,cell-01,temperature,8.135810668015381,8.317145116168929,ERA5,DWD,0.1813344481535477
2024-01-07,cell-01,precipitation,1.321988672832011,1.1407834821439338,ERA5,DWD,-0.18120519068807717
2024-01-07,cell-02,temperature,9.65691677673477,8.900510423084057,ERA5,DWD,-0.7564063536507124
2024-01-07,cell-02,precipitation,5.397899713413427,2.9902024056665475,ERA5,DWD,-2.4076973077468793
2024-01-07,cell-03,temperature,8.999977875472316,8.969055155168979,ERA5,DWD,-0.030922720303337314
2024-01-07,cell-03,precipitation,4.2263528666221,3.6304007194190326,ERA5,DWD,-0.5959521472030671
2024-01-07,cell-04,temperature,9.801514036279503,9.289734763929125,ERA5,DWD,-0.5117792723503776
2024-01-07,cell-04,precipitation,1.900566216410836,3.3316336220623826,ERA5,DWD,1.4310674056515467
2024-01-07,cell-05,temperature,11.111198843087815,10.076846750076486,ERA5,DWD,-1.0343520930113286
2024-01-07,cell-05,precipitation,0.0,0.09498192383656989,ERA5,DWD,0.09498192383656989
2024-01-07,cell-06,temperature,9.382977584140175,9.601753693511474,ERA5,DWD,0.21877610937129965
2024-01-07,cell-06,precipitation,1.3063832365771328,0.22627263392102753,ERA5,DWD,-1.0801106026561054
2024-01-07,cell-07,temperature,10.395653412070128,9.886735464567488,ERA5,DWD,-0.5089179475026402
2024-01-07,cell-07,precipitation,2.5392833329173454,3.2844537008641423,ERA5,DWD,0.7451703679467969
2024-01-08,cell-00,temperature,8.435844463337983,8.629049090930874,ERA5,DWD,0.19320462759289114
2024-01-08,cell-00,precipitation,5.955670265076322,4.279776333893057,ERA5,DWD,-1.675893931183265
2024-01-08,cell-01,temperature,7.620821434748059,8.211235335635163,ERA5,DWD,0.5904139008871034
2024-01-08,cell-01,precipitation,8.852268462837744,7.187183179229066,ERA5,DWD,-1.6650852836086774
2024-01-08,cell-02,temperature,8.257415053028549,8.81071489918712,ERA5,DWD,0.5532998461585716
2024-01-08,cell-02,precipitation,4.8128900905360785,4.052611424806918,ERA5,DWD,-0.7602786657291603
2024-01-08,cell-03,temperature,9.551122177917708,9.476124547217859,ERA5,DWD,-0.07499763069984944
2024-01-08,cell-03,precipitation,3.2188899694712374,1.2232674955312786,ERA5,DWD,-1.9956224739399588
2024-01-08,cell-04,temperature,9.160122961823015,8.88121755467591,ERA5,DWD,-0.2789054071471053
2024-01-08,cell-04,precipitation,0.0013486922977951066,0.4904889548580519,ERA5,DWD,0.4891402625602568
2024-01-08,cell-05,temperature,9.292485484429239,9.995491131170823,ERA5,DWD,0.703005646741584
2024-01-08,cell-05,precipitation,3.991097634209954,3.3727220981580577,ERA5,DWD,-0.6183755360518961
2024-01-08,cell-06,temperature,10.013458497131523,9.835879181942843,ERA5,DWD,-0.1775793151886802
2024-01-08,cell-06,precipitation,6.438512558972266,6.597318548896502,ERA5,DWD,0.158805989924236
2024-01-08,cell-07,temperature,10.033296427848507,10.171480415841854,ERA5,DWD,0.1381839879933473
2024-01-08,cell-07,precipitation,0.0,0.6265323541445821,ERA5,DWD,0.6265323541445821
2024-01-09,cell-00,temperature,8.607686822001206,8.894784119421793,ERA5,DWD,0.287097297420587
2024-01-09,cell-00,precipitation,6.467441602642049,6.255579363340032,ERA5,DWD,-0.2118622393020173
2024-01-09,cell-01,temperature,9.794550274848751,9.443620001992477,ERA5,DWD,-0.35093027285627443
2024-01-09,cell-01,precipitation,0.3143823070739647,0.0,ERA5,DWD,-0.3143823070739647
2024-01-09,cell-02,temperature,9.122082580704868,9.755245764739362,ERA5,DWD,0.633163184034494
2024-01-09,cell-02,precipitation,2.260100313673782,3.1138471059530297,ERA5,DWD,0.8537467922792477
2024-01-09,cell-03,temperature,8.445780321638283,8.955562490318869,ERA5,DWD,0.5097821686805855
2024-01-09,cell-03,precipitation,5.89454630889683,4.982492861514074,ERA5,DWD,-0.912053447382756
2024-01-09,cell-04,temperature,10.04165425879907,10.359019859938389,ERA5,DWD,0.31736560113931844
2024-01-09,cell-04,precipitation,1.4827047599143754,2.26006733518882,ERA5,DWD,0.7773625752744446
2024-01-09,cell-05,temperature,10.651867929552264,9.314612791292468,ERA5,DWD,-1.3372551382597955
2024-01-09,cell-05,precipitation,4.407879933053958,3.723677659085334,ERA5,DWD,-0.6842022739686238
2024-01-09,cell-06,temperature,10.793203449609337,9.944599748991322,ERA5,DWD,-0.848603700618014
2024-01-09,cell-06,precipitation,10.574210943921326,9.497143987313354,ERA5,DWD,-1.0770669566079718
2024-01-09,cell-07,temperature,11.041950645963249,10.089692087751091,ERA5,DWD,-0.9522585582121579
2024-01-09,cell-07,precipitation,2.359073993927628,1.7475595000511652,ERA5,DWD,-0.611514493876463
2024-01-10,cell-00,temperature,7.918738754476088,9.139141531875172,ERA5,DWD,1.2204027773990838
2024-01-10,cell-00,precipitation,3.8486751932261303,3.9185479704224746,ERA5,DWD,0.06987277719634433
2024-01-10,cell-01,temperature,10.294069498322395,9.355113643783723,ERA5,DWD,-0.9389558545386727
2024-01-10,cell-01,precipitation,3.430068374904868,3.388032543088221,ERA5,DWD,-0.04203583181664694
2024-01-10,cell-02,temperature,9.328075019283862,9.12093580301495,ERA5,DWD,-0.20713921626891185
2024-01-10,cell-02,precipitation,1.5430905240996944,1.9822850439774087,ERA5,DWD,0.4391945198777143
2024-01-10,cell-03,temperature,9.421345657975138,9.744296084632717,ERA5,DWD,0.3229504266575791
2024-01-10,cell-03,precipitation,3.6959045129947667,1.9792432845132581,ERA5,DWD,-1.7166612284815086
2024-01-10,cell-04,temperature,11.065593874501351,10.18508439477984,ERA5,DWD,-0.8805094797215105
2024-01-10,cell-04,precipitation,1.534720330460156,1.730416308169543,ERA5,DWD,0.19569597770938696
2024-01-10,cell-05,temperature,11.495781096202784,10.57681243624338,ERA5,DWD,-0.918968659959404
2024-01-10,cell-05,precipitation,4.836329957713163,5.241267198344973,ERA5,DWD,0.4049372406318099
2024-01-10,cell-06,temperature,10.457187615629055,9.72539361590738,ERA5,DWD,-0.731793999721674
2024-01-10,cell-06,precipitation,0.9374317706949296,0.5983769933256413,ERA5,DWD,-0.33905477736928824
2024-01-10,cell-07,temperature,10.686886140996972,10.268596040354192,ERA5,DWD,-0.41829010064278016
2024-01-10,cell-07,precipitation,0.0,0.7218126020867367,ERA5,DWD,0.7218126020867367
2024-01-11,cell-00,temperature,8.927921423613205,8.462986985784124,ERA5,DWD,-0.46493443782908095
2024-01-11,cell-00,precipitation,0.9873584665346444,0.0,ERA5,DWD,-0.9873584665346444
2024-01-11,cell-01,temperature,10.229445030672613,8.709899559345255,ERA5,DWD,-1.5195454713273584
2024-01-11,cell-01,precipitation,2.0177104292685577,2.7609718570417905,ERA5,DWD,0.7432614277732328
2024-01-11,cell-02,temperature,9.98017678870193,9.563592683965469,ERA5,DWD,-0.41658410473646157
2024-01-11,cell-02,precipitation,0.18294932809447606,1.470780778575427,ERA5,DWD,1.287831450480951
2024-01-11,cell-03,temperature,9.560636101831275,9.77526574625966,ERA5,DWD,0.21462964442838484
2024-01-11,cell-03,precipitation,6.914497356300221,5.944522661725358,ERA5,DWD,-0.9699746945748631
2024-01-11,cell-04,temperature,10.404785447054035,9.992733863971,ERA5,DWD,-0.41205158308303425
2024-01-11,cell-04,precipitation,10.061203089414445,10.792899254119845,ERA5,DWD,0.7316961647054008
2024-01-11,cell-05,temperature,11.078149538651795,10.338729734625298,ERA5,DWD,-0.7394198040264968
2024-01-11,cell-05,precipitation,1.468623740622152,1.229405095176375,ERA5,DWD,-0.23921864544577698
2024-01-11,cell-06,temperature,10.906614329880364,10.12680971460651,ERA5,DWD,-0.7798046152738536
2024-01-11,cell-06,precipitation,0.0,1.355840565860003,ERA5,DWD,1.355840565860003
2024-01-11,cell-07,temperature,10.961104045368776,10.472659656070961,ERA5,DWD,-0.48844438929781475
2024-01-11,cell-07,precipitation,2.8258771374342184,3.2601056785990172,ERA5,DWD,0.4342285411647988
2024-01-12,cell-00,temperature,8.896537634143096,8.750455850369287,ERA5,DWD,-0.1460817837738091
2024-01-12,cell-00,precipitation,2.1649986245463246,3.2643338485970217,ERA5,DWD,1.099335224050697
2024-01-12,cell-01,temperature,10.204271276440338,9.324506756441805,ERA5,DWD,-0.8797645199985329
2024-01-12,cell-01,precipitation,3.4644750762870986,5.103595069278636,ERA5,DWD,1.639119992991537
2024-01-12,cell-02,temperature,10.68898340986365,9.869799617094813,ERA5,DWD,-0.8191837927688361
2024-01-12,cell-02,precipitation,2.3908505430919043,1.8571469205355577,ERA5,DWD,-0.5337036225563465
2024-01-12,cell-03,temperature,9.864538676259253,10.312992304057884,ERA5,DWD,0.4484536277986315
2024-01-12,cell-03,precipitation,4.114085573178861,3.1230898540335774,ERA5,DWD,-0.9909957191452836
2024-01-12,cell-04,temperature,9.864437157800662,9.926817896832087,ERA5,DWD,0.06238073903142549
2024-01-12,cell-04,precipitation,3.217097780122231,2.9074333451891192,ERA5,DWD,-0.3096644349331119
2024-01-12,cell-05,temperature,10.711140934618108,9.901351345395822,ERA5,DWD,-0.8097895892222855
2024-01-12,cell-05,precipitation,3.6888628891253195,2.2960331170141535,ERA5,DWD,-1.392829772111166
2024-01-12,cell-06,temperature,9.91541801856979,9.969219489395146,ERA5,DWD,0.05380147082535558
2024-01-12,cell-06,precipitation,5.8644638147703105,4.498356090086864,ERA5,DWD,-1.366107724683446
2024-01-12,cell-07,temperature,10.503817355537178,10.851667033693976,ERA5,DWD,0.34784967815679835
2024-01-12,cell-07,precipitation,3.8249564394682993,3.741194667345331,ERA5,DWD,-0.0837617721229682
2024-01-13,cell-00,temperature,9.477970618973313,9.099489969417805,ERA5,DWD,-0.37848064955550775
2024-01-13,cell-00,precipitation,3.20508486376893,2.353585608981367,ERA5,DWD,-0.851499254787563
2024-01-13,cell-01,temperature,8.791038090520559,10.509578160769877,ERA5,DWD,1.7185400702493183
2024-01-13,cell-01,precipitation,0.0,0.3706149475496693,ERA5,DWD,0.3706149475496693
2024-01-13,cell-02,temperature,10.087239191379002,9.944117678879488,ERA5,DWD,-0.14312151249951377
2024-01-13,cell-02,precipitation,3.3435808399980544,3.5127306414992003,ERA5,DWD,0.1691498015011459
2024-01-13,cell-03,temperature,11.181808370835277,10.519403948548295,ERA5,DWD,-0.6624044222869827
2024-01-13,cell-03,precipitation,4.4084666665607894,3.4922493720795775,ERA5,DWD,-0.9162172944812119
2024-01-13,cell-04,temperature,9.628384532517376,10.730253015139686,ERA5,DWD,1.1018684826223097
2024-01-13,cell-04,precipitation,0.0257409053475266,0.5450432231164299,ERA5,DWD,0.5193023177689033
2024-01-13,cell-05,temperature,10.37131198227621,10.307225751093421,ERA5,DWD,-0.06408623118278811
2024-01-13,cell-05,precipitation,3.0426205559522645,2.290882862187374,ERA5,DWD,-0.7517376937648907
2024-01-13,cell-06,temperature,10.553168001597648,10.171652036551091,ERA5,DWD,-0.3815159650465567
2024-01-13,cell-06,precipitation,7.717268189504756,10.235827848042781,ERA5,DWD,2.5185596585380257
2024-01-13,cell-07,temperature,10.960539989444356,10.467962635020768,ERA5,DWD,-0.4925773544235881
2024-01-13,cell-07,precipitation,4.169747735478322,2.5700961737022325,ERA5,DWD,-1.5996515617760894
2024-01-14,cell-00,temperature,9.846238998779562,9.670837302103045,ERA5,DWD,-0.1754016966765164
2024-01-14,cell-00,precipitation,6.703819618599451,5.832734364650632,ERA5,DWD,-0.8710852539488192
2024-01-14,cell-01,temperature,9.257156744401415,8.891981577837889,ERA5,DWD,-0.36517516656352633
2024-01-14,cell-01,precipitation,0.2424342264513326,1.6402936252787057,ERA5,DWD,1.397859398827373
2024-01-14,cell-02,temperature,10.014761811802257,9.524042872559207,ERA5,DWD,-0.49071893924305066
2024-01-14,cell-02,precipitation,0.0,0.7051252387260538,ERA5,DWD,0.7051252387260538
2024-01-14,cell-03,temperature,10.4907104386925,9.907230103920067,ERA5,DWD,-0.5834803347724318
2024-01-14,cell-03,precipitation,5.165540508136078,5.4215980073297505,ERA5,DWD,0.2560574991936724
2024-01-14,cell-04,temperature,11.981918510598792,10.944674320583317,ERA5,DWD,-1.0372441900154747
2024-01-14,cell-04,precipitation,3.7372125759172605,1.3836359097937174,ERA5,DWD,-2.3535766661235433
2024-01-14,cell-05,temperature,10.349257832803145,10.591624807839018,ERA5,DWD,0.242366975035873
2024-01-14,cell-05,precipitation,1.6569438001954118,2.6814266853692192,ERA5,DWD,1.0244828851738075
2024-01-14,cell-06,temperature,9.56383765276783,10.425187136058561,ERA5,DWD,0.8613494832907307
2024-01-14,cell-06,precipitation,0.0,0.6726326776035069,ERA5,DWD,0.6726326776035069
2024-01-14,cell-07,temperature,10.508450452016342,10.190302240673393,ERA5,DWD,-0.31814821134294924
2024-01-14,cell-07,precipitation,4.50386097145468,3.3482104719509946,ERA5,DWD,-1.1556504995036851
2024-01-15,cell-00,temperature,10.164028160482513,10.051459369288374,ERA5,DWD,-0.1125687911941391
2024-01-15,cell-00,precipitation,3.9937204678476204,2.2715401074595234,ERA5,DWD,-1.722180360388097
2024-01-15,cell-01,temperature,9.00468038340161,9.823969246232,ERA5,DWD,0.8192888628303905
2024-01-15,cell-01,precipitation,1.1279128473481308,0.0,ERA5,DWD,-1.1279128473481308
2024-01-15,cell-02,temperature,10.922570325781386,9.955656116529914,ERA5,DWD,-0.9669142092514722
2024-01-15,cell-02,precipitation,9.507882312582332,9.30246080127086,ERA5,DWD,-0.20542151131147257
2024-01-15,cell-03,temperature,11.532833283960922,10.298933523797418,ERA5,DWD,-1.2338997601635047
2024-01-15,cell-03,precipitation,3.893180512266728,3.8707560085715165,ERA5,DWD,-0.022424503695211317
2024-01-15,cell-04,temperature,9.287936849758328,9.832864900259274,ERA5,DWD,0.5449280505009462
2024-01-15,cell-04,precipitation,7.317498686497698,6.529627041374718,ERA5,DWD,-0.7878716451229799
2024-01-15,cell-05,temperature,9.470672043090202,10.323154758762827,ERA5,DWD,0.8524827156726253
2024-01-15,cell-05,precipitation,1.8630762653156383,0.9924675703698826,ERA5,DWD,-0.8706086949457557
2024-01-15,cell-06,temperature,10.420612248819962,9.311530932788955,ERA5,DWD,-1.1090813160310073
2024-01-15,cell-06,precipitation,2.068254289603681,4.0671302424930085,ERA5,DWD,1.9988759528893274
2024-01-15,cell-07,temperature,12.239233367437471,11.162331318765768,ERA5,DWD,-1.0769020486717036
2024-01-15,cell-07,precipitation,3.440790609611331,3.183183934883482,ERA5,DWD,-0.25760667472784915
2024-01-16,cell-00,temperature,9.91530318201858,8.767600128657271,ERA5,DWD,-1.1477030533613082
2024-01-16,cell-00,precipitation,1.6878642457729964,2.5204890466249923,ERA5,DWD,0.8326248008519959
2024-01-16,cell-01,temperature,10.727494589020226,10.149596121625155,ERA5,DWD,-0.5778984673950713
2024-01-16,cell-01,precipitation,12.571338912547729,10.291163452745682,ERA5,DWD,-2.280175459802047
2024-01-16,cell-02,temperature,11.454796646713062,10.107283156350231,ERA5,DWD,-1.3475134903628305
2024-01-16,cell-02,precipitation,3.2962766918155904,3.5108209301793774,ERA5,DWD,0.214544238363787
2024-01-16,cell-03,temperature,10.337154904325558,10.503930662700862,ERA5,DWD,0.16677575837530334
2024-01-16,cell-03,precipitation,1.1751113853153634,1.2652940022265278,ERA5,DWD,0.09018261691116436
2024-01-16,cell-04,temperature,10.038608674917397,10.714695194863411,ERA5,DWD,0.6760865199460149
2024-01-16,cell-04,precipitation,7.587438022986893,6.963496303544076,ERA5,DWD,-0.6239417194428167
2024-01-16,cell-05,temperature,9.132133629224002,10.728683419564094,ERA5,DWD,1.5965497903400916
2024-01-16,cell-05,precipitation,7.676875098960947,8.526948684520114,ERA5,DWD,0.8500735855591675
2024-01-16,cell-06,temperature,10.581645787281335,10.845236726561295,ERA5,DWD,0.26359093927995936
2024-01-16,cell-06,precipitation,1.674348514746943,1.10710735331225,ERA5,DWD,-0.567241161434693
2024-01-16,cell-07,temperature,11.214403064436276,11.462091063654904,ERA5,DWD,0.24768799921862872
2024-01-16,cell-07,precipitation,1.318813082062106,1.7770019997903466,ERA5,DWD,0.45818891772824055
2024-01-17,cell-00,temperature,12.048681317882032,10.223624315644111,ERA5,DWD,-1.8250570022379211
2024-01-17,cell-00,precipitation,8.324322336902942,7.26367666873235,ERA5,DWD,-1.0606456681705918
2024-01-17,cell-01,temperature,10.968717931467639,9.74482373781532,ERA5,DWD,-1.2238941936523187
2024-01-17,cell-01,precipitation,1.531898215101403,0.4486079241780055,ERA5,DWD,-1.0832902909233975
2024-01-17,cell-02,temperature,9.68626099079221,9.71027744560208,ERA5,DWD,0.02401645480986936
2024-01-17,cell-02,precipitation,2.638322987923816,2.2889191428405815,ERA5,DWD,-0.34940384508323463
2024-01-17,cell-03,temperature,10.773269940949342,10.72052761036386,ERA5,DWD,-0.05274233058548283
2024-01-17,cell-03,precipitation,7.893183494363395,8.859764630085495,ERA5,DWD,0.9665811357220999
2024-01-17,cell-04,temperature,11.517779988101315,10.937849250352034,ERA5,DWD,-0.5799307377492813
2024-01-17,cell-04,precipitation,9.035075820857983,9.647354018224167,ERA5,DWD,0.6122781973661837
2024-01-17,cell-05,temperature,11.499558371411707,10.411300173480077,ERA5,DWD,-1.08825819793163
2024-01-17,cell-05,precipitation,0.26230660446717013,1.2623801878122176,ERA5,DWD,1.0000735833450474
2024-01-17,cell-06,temperature,11.649357522913174,11.582198141465522,ERA5,DWD,-0.06715938144765232
2024-01-17,cell-06,precipitation,4.061924452070688,3.0184737588363806,ERA5,DWD,-1.0434506932343073
2024-01-17,cell-07,temperature,10.593842622640183,10.587918562146989,ERA5,DWD,-0.005924060493194716
